133001	0.8597264552315937-2.343880301910419*^-13*I
134001	0.8598921400235905-2.5301255534240017*^-13*I
135001	0.8600551551743925+2.8697097808000307*^-13*I
136001	0.8602155639662624+8.965702433992003*^-15*I
137001	0.8603734277046408-6.30187201156798*^-13*I
138001	0.8605288057873044-1.5493663922475914*^-13*I
139001	0.8606817557852605-2.483763650650063*^-13*I
140001	0.8608323335045615-2.6292349437689673*^-13*I
141001	0.860980593058978+2.490742917764886*^-13*I
142001	0.8611265869336354-7.535021183689571*^-14*I
143001	0.8612703660423202+3.13622357984003*^-13*I
144001	0.8614119797851992+2.745334553942745*^-13*I
145001	0.8615514761132205-2.1536630931248095*^-13*I
146001	0.8616889015660084-8.475463794289049*^-14*I
147001	0.8618243013383963-9.313802887078942*^-14*I
148001	0.8619577193146847+5.749483819619584*^-14*I
149001	0.8620891981316942+1.0913215832443672*^-13*I
150001	0.8622187792058357-1.4153517009701027*^-13*I
151001	0.8623465027875583-1.7968584044870464*^-13*I
152001	0.8624724079975228-2.59562755643977*^-13*I
153001	0.8625965328704329-2.8468248990613434*^-13*I
154001	0.8627189143835677+2.835202290068115*^-13*I
155001	0.862839588503309-3.754945195170417*^-13*I
156001	0.8629585902130196+6.725522297250428*^-13*I
157001	0.8630759535464415+3.480947584509539*^-13*I
158001	0.8631917116249807-4.567092752726651*^-14*I
159001	0.8633058966809771+1.2230951588669296*^-13*I
160001	0.8634185400928305-7.815909264247819*^-14*I
161001	0.8635296724083489+3.057326448282583*^-13*I
162001	0.8636393233766396+1.9176066973087744*^-13*I
163001	0.8637475219723006+1.2195968354993145*^-13*I
164001	0.8638542964175441-1.8185615589066608*^-13*I
165001	0.8639596742118764-1.4932440475311678*^-13*I
166001	0.8640636821477321-5.669237358996095*^-14*I
167001	0.8641663463429559+1.6180271795004413*^-13*I
168001	0.8642676922520859+3.4061776476437344*^-14*I
169001	0.8643677446916604-1.0457668933294491*^-13*I
170001	0.8644665278619227-2.4360512348832922*^-14*I
171001	0.8645640653615723-1.170121637543966*^-15*I
172001	0.8646603802105652-1.889545262633515*^-13*I
173001	0.8647554948626933+2.7724249827440947*^-13*I
174001	0.8648494312280327+3.868075761601317*^-13*I
175001	0.8649422106859288-1.321013213900245*^-13*I
176001	0.8650338541027301+9.03298162984782*^-14*I
177001	0.8651243818457364+1.5508708501674355*^-14*I
178001	0.8652138137984111+9.275145959380638*^-15*I
179001	0.8653021693749698+3.003228244954574*^-14*I
180001	0.8653894675354966-8.438799524661248*^-14*I
181001	0.8654757267943944
182001	0.8655609652395468+1.0985844237866446*^-14*I
183001	0.8656452005395704+1.3844654591113848*^-13*I
184001	0.8657284499599593+9.239402987469133*^-14*I
185001	0.8658107303707517-5.113646605449872*^-14*I
186001	0.8658920582597612-3.0556437326454404*^-13*I
187001	0.8659724497428618+2.8364451083821613*^-13*I
188001	0.8660519205752583+5.3374526862009765*^-14*I
189001	0.8661304861608947-2.774514449796418*^-13*I
190001	0.8662081615609525+1.1615640593896452*^-13*I
191001	0.8662849615045496+1.8842983179262552*^-14*I
192001	0.8663609003987386+4.4263214495929526*^-14*I
193001	0.8664359923354793-2.0788435331326347*^-13*I
194001	0.8665102511022185+3.9204453284249787*^-13*I
195001	0.8665836901866267-4.613707115881036*^-13*I
196001	0.8666563227881162-1.6858422949434267*^-13*I
197001	0.8667281618247258+1.0400705414235074*^-13*I
198001	0.8667992199388932-1.3027962830781788*^-13*I
199001	0.8668695095073864+1.326792145355727*^-13*I
200001	0.8669390426447203+2.362394917015431*^-13*I
201001	0.8670078312143856-1.7363556473747507*^-15*I
202001	0.867075886832174-1.5253679769607543*^-13*I
203001	0.8671432208717165-1.6938314511530563*^-13*I
204001	0.8672098444761044+3.8709744801012634*^-14*I
205001	0.8672757685572686+2.2395229021019543*^-13*I
206001	0.8673410038057104+4.426518253767308*^-14*I
207001	0.8674055606948086+4.157925039712541*^-14*I
208001	0.8674694494896645-8.596293050775975*^-14*I
209001	0.8675326802423298+1.831439508221089*^-13*I
210001	0.8675952628109675+1.137805382557545*^-13*I
211001	0.8676572068540139+3.7209576667318014*^-14*I
212001	0.8677185218414634-1.352450215171237*^-13*I
213001	0.8677792170541465-1.2955462482434782*^-13*I
214001	0.8678393015929674+1.2737998728656413*^-13*I
215001	0.8678987843815819+3.3959326528708706*^-13*I
216001	0.8679576741687135+2.306498681300706*^-13*I
217001	0.8680159795372069+2.88369437835562*^-13*I
218001	0.8680737089011918-1.205478925133019*^-13*I
219001	0.8681308705168539+3.834800916294082*^-13*I
220001	0.8681874724824588-3.8728229820003953*^-14*I
221001	0.8682435227428311-3.247019066697183*^-14*I
222001	0.8682990290924383+5.793835156159699*^-14*I
223001	0.8683539991804488-1.7794182038583378*^-13*I
224001	0.8684084405128695+3.3599030750588276*^-13*I
225001	0.8684623604564194+2.1465605543141548*^-13*I
226001	0.8685157662408641+9.364751911620951*^-14*I
227001	0.8685686649631084+1.7475167061473078*^-13*I
228001	0.8686210635897177+4.111863963458569*^-13*I
229001	0.8686729689611383+3.4125201724071374*^-13*I
230001	0.8687243877921328-4.1997064706020276*^-14*I
231001	0.8687753266757621-1.400049492208638*^-14*I
232001	0.8688257920891318+1.2655880027046648*^-13*I
233001	0.8688757903901908+1.7405498035083725*^-13*I
234001	0.8689253278245619-4.4430866244342043*^-14*I
235001	0.8689744105270889+4.327421895960562*^-14*I
236001	0.8690230445242803-1.2334403395617417*^-13*I
237001	0.8690712357356996-4.4182958826947304*^-14*I
238001	0.8691189899776163+1.4500317195762148*^-13*I
239001	0.8691663129648638+1.2276739285075089*^-14*I
240001	0.8692132103130291+7.665802799870816*^-14*I
241001	0.8692596875392569+3.6780666016403576*^-13*I
242001	0.8693057500682421+1.3981413559814337*^-13*I
243001	0.8693514032284932-1.5784013332194092*^-14*I
244001	0.8693966522598017-1.9778966781097107*^-13*I
245001	0.8694415023110919+2.085884795591449*^-13*I
246001	0.8694859584461492+5.446026598065225*^-14*I
247001	0.8695300256410647+1.0877508670408707*^-13*I
248001	0.8695737087902095+2.5128881345748973*^-13*I
249001	0.8696170127048318+2.6104094539738826*^-13*I
250001	0.8696599421162078+2.327352228176562*^-13*I
251001	0.8697025016772486-3.419434831790468*^-14*I
252001	0.8697446959641644+1.8051523301451602*^-13*I
253001	0.8697865294784048-3.285131498851163*^-13*I
254001	0.8698280066458053-5.338238820515223*^-14*I
255001	0.8698691318221128-8.985896141158751*^-14*I
256001	0.8699099092903838+8.514125659601511*^-14*I
257001	0.8699503432663237+2.577169445178966*^-15*I
258001	0.8699904378954542
259001	0.8700301972586126+1.205226233093018*^-13*I
260001	0.8700696253703674-6.270743625985815*^-14*I
261001	0.870108726181663+7.019110526630739*^-14*I
262001	0.8701475035802748-4.9468411778865815*^-14*I
263001	0.8701859613924017+1.091240668652638*^-13*I
264001	0.8702241033858495+3.6922322866007754*^-14*I
265001	0.8702619332666433+1.0996002396862296*^-13*I
266001	0.8702994546847848+3.6410499029308003*^-13*I
267001	0.8703366712327356+1.617121546831053*^-13*I
268001	0.8703735864471551+8.097866226590624*^-14*I
269001	0.8704102038108026+8.416155535198073*^-14*I
270001	0.8704465267518986-9.296009050342889*^-14*I
271001	0.870482558647025-5.106831033835215*^-15*I
272001	0.8705183028205427+5.483749210828529*^-14*I
273001	0.8705537625463714-1.0314885104114726*^-13*I
274001	0.8705889410497448-1.854591287849532*^-14*I
275001	0.8706238415054061+7.151819133941696*^-14*I
276001	0.8706584670425279-1.2974878265755445*^-13*I
277001	0.8706928207407169+8.267437526658439*^-14*I
278001	0.8707269056367304-3.054429642505487*^-14*I
279001	0.8707607247195048+1.315333626821716*^-13*I
280001	0.8707942809353687+4.5057540454688717*^-14*I
281001	0.870827577186573+2.2314768343946982*^-14*I
282001	0.8708606163324787-1.5856180607771484*^-13*I
283001	0.8708934011905078-6.157486518083644*^-14*I
284001	0.8709259345379053-6.85413181793146*^-14*I
285001	0.8709582191105089-6.711698762803628*^-14*I
286001	0.8709902576047603-7.234745352662654*^-14*I
287001	0.8710220526780513+3.688720746034644*^-15*I
288001	0.8710536069500436-8.875062286191121*^-14*I
289001	0.8710849230020373+1.3449604171315945*^-14*I
290001	0.8711160033793304-9.295031740393235*^-14*I
291001	0.8711468505904477-5.0247785581773*^-14*I
292001	0.8711774671078005-5.921667531347131*^-14*I
293001	0.8712078553707108-1.0417902278378244*^-14*I
294001	0.8712380177818659-3.6946693109050086*^-14*I
295001	0.8712679567118577-1.5519703698829404*^-13*I
296001	0.8712976744969103-8.20195620290794*^-14*I
297001	0.8713271734419434+2.624034209135699*^-14*I
298001	0.8713564558192045+3.5820642772411897*^-14*I
299001	0.8713855238688175-8.020358201086997*^-14*I
300001	0.8714143798016909+1.2645094627989294*^-14*I
301001	0.8714430257961071-1.0805980744508047*^-13*I
302001	0.8714714640028121+1.3414559725311537*^-14*I
303001	0.8714996965414621+1.501080600550161*^-14*I
304001	0.871527725503824-9.068480385815747*^-14*I
305001	0.8715555529524831-7.41985221040427*^-14*I
306001	0.8715831809229927+5.88992626876697*^-14*I
307001	0.8716106114232925-2.4779256088843806*^-13*I
308001	0.871637846433689+2.450557534597964*^-14*I
309001	0.8716648879091891-5.6313818052148725*^-14*I
310001	0.8716917377775106-5.6787116551927636*^-14*I
311001	0.8717183979411347+1.3774110370648902*^-13*I
312001	0.8717448702777721+4.5167460314552355*^-14*I
313001	0.8717711566402392-4.8015386398996014*^-15*I
314001	0.8717972588561719
315001	0.8718231787303447+3.880718202786819*^-14*I
316001	0.8718489180432488-1.6984322127643345*^-13*I
317001	0.871874478552251-7.481487110128882*^-14*I
318001	0.8718998619918927+2.1203299595096334*^-13*I
319001	0.8719250700745245-1.644939584242815*^-13*I
320001	0.8719501044898771-1.6765314519135838*^-13*I
321001	0.8719749669070114-1.5144203453708458*^-13*I
322001	0.8719996589720946-1.4630272358780403*^-13*I
323001	0.8720241823108974-3.211359095280489*^-13*I
324001	0.8720485385289959+3.2196071114743543*^-13*I
325001	0.8720727292112217+6.158415182585407*^-14*I
326001	0.8720967559223183+1.7520097251642723*^-13*I
327001	0.8721206202066055+3.37053534657312*^-14*I
328001	0.8721443235901275-8.991904116985391*^-14*I
329001	0.8721678675790834-9.459479879643576*^-15*I
330001	0.8721912536609465-1.0414566578357928*^-13*I
331001	0.8722144833047917-5.0884225870193534*^-14*I
332001	0.8722375579611473+1.634540612260519*^-14*I
333001	0.87226047906265+1.3331681905446074*^-13*I
334001	0.8722832480251496+1.3301507152978427*^-13*I
335001	0.8723058662456954-1.1949586260167163*^-13*I
336001	0.8723283351045434+1.0097863600259877*^-14*I
337001	0.8723506559657147+1.9531079021589076*^-14*I
338001	0.8723728301762547+7.740725085510674*^-14*I
339001	0.872394859066532-4.404401763643183*^-14*I
340001	0.872416743950778+7.356907128227186*^-14*I
341001	0.8724384861275561+2.687537802500669*^-14*I
342001	0.8724600868800226+3.936381932437599*^-14*I
343001	0.8724815474759697-1.4261157436648917*^-13*I
344001	0.8725028691671299-8.907397252680833*^-14*I
345001	0.8725240531904778-1.4277047162029802*^-13*I
346001	0.8725451007695821-1.3713205666973034*^-13*I
347001	0.8725660131118411
348001	0.8725867914115922-2.2411044378342424*^-14*I
349001	0.8726074368478074-6.300130777598746*^-14*I
350001	0.8726279505872155-6.735924732016505*^-14*I
351001	0.872648333780819-2.596431959334827*^-13*I
352001	0.8726685875684769-5.033830034966375*^-14*I
353001	0.872688713074665-6.414118981467089*^-14*I
354001	0.8727087114119109-2.2801922017842987*^-13*I
355001	0.8727285836797258-9.10697502534945*^-14*I
356001	0.872748330964447-4.443258976577279*^-14*I
357001	0.8727679543405833-5.176024698931026*^-15*I
358001	0.8727874548696074-2.4928244476674807*^-13*I
359001	0.8728068336007151+1.0608228969502215*^-13*I
360001	0.8728260915727597-1.823969497533458*^-13*I
361001	0.8728452298104223+1.0833805217960093*^-13*I
362001	0.8728642493282527-2.455195239549023*^-13*I
363001	0.8728831511287765+6.424357024478893*^-14*I
364001	0.872901936203281-9.198392833786027*^-14*I
365001	0.8729206055313239-6.094167155163754*^-14*I
366001	0.8729391600829993+1.475592403224287*^-14*I
367001	0.8729576008160895-1.6380480219848856*^-13*I
368001	0.8729759286775318-1.5834619895189346*^-13*I
369001	0.8729941446050736-1.4649939247719965*^-13*I
370001	0.8730122495253673-4.705711515833991*^-14*I
371001	0.8730302443541268-6.843069297128787*^-14*I
372001	0.8730481299971856-1.6231424625901731*^-13*I
373001	0.8730659073512576+1.767546832538289*^-13*I
374001	0.8730835773028152+3.796910600386703*^-14*I
375001	0.8731011407281307-1.4407992497922182*^-13*I
376001	0.8731185984942277+7.3744710096645*^-14*I
377001	0.8731359514583882+1.3538875663568705*^-13*I
378001	0.8731532004688417+8.640314892240573*^-15*I
379001	0.8731703463652205+1.0311192684660851*^-14*I
380001	0.8731873899773879+2.0358991308966928*^-14*I
381001	0.8732043321254102+9.217045957166292*^-14*I
382001	0.8732211736224674-2.819295696216499*^-14*I
383001	0.8732379152715554+3.4724989346348295*^-14*I
384001	0.8732545578673485+1.4558977610210387*^-13*I
385001	0.8732711021964309+8.316573387874355*^-14*I
386001	0.8732875490370955-6.86088318553646*^-14*I
387001	0.8733038991587987-6.757742371058001*^-14*I
388001	0.8733201533229232-1.0390011320870717*^-13*I
389001	0.8733363122835726-1.3551875718933359*^-13*I
390001	0.8733523767856144-5.0782376577975547*^-14*I
391001	0.8733683475671298+5.276662295307167*^-14*I
392001	0.8733842253586477+4.171282228332737*^-14*I
393001	0.8734000108820659-4.395385073076505*^-14*I
394001	0.873415704852766+4.210519469772322*^-14*I
395001	0.8734313079774766-1.4074217677050402*^-13*I
396001	0.8734468209569421+1.5126127861334421*^-13*I
397001	0.8734622444838092+5.726525533417849*^-14*I
398001	0.8734775792442645-9.60078784188452*^-14*I
399001	0.8734928259162037-2.6851489219604254*^-14*I
400001	0.873507985171757-4.3107679316701116*^-14*I
